epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,1744.47,0.52202,0.28915,0.91484,0.98587,0.98832,0.99381,0.9101,0.4847,0.23352,0.8726,0.000911,0.000911,0.000911
57,1776.32,0.51696,0.28598,0.91187,0.98634,0.98796,0.99449,0.91738,0.50218,0.24248,0.89055,0.0008912,0.0008912,0.0008912
58,1807.78,0.51621,0.28419,0.91208,0.98093,0.9915,0.99356,0.91352,0.49623,0.23707,0.88013,0.0008714,0.0008714,0.0008714
59,1839.15,0.51493,0.28582,0.91229,0.98701,0.98654,0.99426,0.91821,0.4969,0.23808,0.89622,0.0008516,0.0008516,0.0008516
60,1870.65,0.51347,0.28477,0.9061,0.98655,0.98713,0.99437,0.92058,0.48368,0.23362,0.87241,0.0008318,0.0008318,0.0008318
61,1902.09,0.51264,0.28491,0.91055,0.98621,0.98654,0.99419,0.92051,0.47966,0.23185,0.8806,0.000812,0.000812,0.000812
62,1933.74,0.50026,0.27678,0.9044,0.98585,0.98674,0.99397,0.91944,0.49336,0.23806,0.88365,0.0007922,0.0007922,0.0007922
63,1965.14,0.49894,0.2786,0.90444,0.98651,0.98424,0.99396,0.9238,0.47556,0.23404,0.87852,0.0007724,0.0007724,0.0007724
64,1996.44,0.49721,0.2743,0.90681,0.98571,0.98584,0.99406,0.91823,0.50192,0.23822,0.89965,0.0007526,0.0007526,0.0007526
65,2027.67,0.50226,0.27385,0.9095,0.98919,0.98371,0.99436,0.92415,0.47944,0.23157,0.89448,0.0007328,0.0007328,0.0007328
66,2059.02,0.48708,0.26839,0.89972,0.98863,0.98537,0.99421,0.92363,0.4771,0.22694,0.88479,0.000713,0.000713,0.000713
67,2090.26,0.48661,0.27035,0.89956,0.98651,0.98373,0.9938,0.92555,0.47456,0.23157,0.89304,0.0006932,0.0006932,0.0006932
68,2121.69,0.48195,0.26431,0.89876,0.98009,0.99292,0.99389,0.92655,0.46927,0.23007,0.88388,0.0006734,0.0006734,0.0006734
69,2152.89,0.48035,0.26418,0.89963,0.97885,0.99292,0.99395,0.9253,0.47005,0.22542,0.87306,0.0006536,0.0006536,0.0006536
70,2184.34,0.47788,0.26358,0.89797,0.98865,0.98707,0.99387,0.92884,0.46243,0.22591,0.87673,0.0006338,0.0006338,0.0006338
71,2215.9,0.47708,0.26074,0.89735,0.97969,0.99077,0.9935,0.92473,0.47454,0.233,0.87973,0.000614,0.000614,0.000614
72,2247.44,0.47173,0.26113,0.89754,0.98587,0.98826,0.99328,0.93092,0.4595,0.2285,0.87935,0.0005942,0.0005942,0.0005942
73,2279.2,0.46682,0.25885,0.89749,0.98203,0.99221,0.99407,0.93201,0.46425,0.22551,0.88132,0.0005744,0.0005744,0.0005744
74,2310.38,0.46627,0.25732,0.89714,0.98327,0.99079,0.99418,0.93279,0.45439,0.22158,0.87597,0.0005546,0.0005546,0.0005546
75,2341.88,0.46097,0.25723,0.89145,0.98108,0.99131,0.9938,0.93,0.45457,0.22296,0.87527,0.0005348,0.0005348,0.0005348
76,2373.06,0.45741,0.25053,0.89055,0.98235,0.99292,0.99404,0.93237,0.44981,0.22205,0.87511,0.000515,0.000515,0.000515
77,2405.22,0.45632,0.25354,0.88737,0.98126,0.99292,0.99393,0.93115,0.45599,0.21947,0.86841,0.0004952,0.0004952,0.0004952
78,2436.53,0.45698,0.25245,0.89019,0.9823,0.99363,0.99365,0.9294,0.46195,0.2169,0.86911,0.0004754,0.0004754,0.0004754
79,2467.77,0.44926,0.24704,0.88744,0.98613,0.98796,0.99404,0.9317,0.45484,0.21731,0.87036,0.0004556,0.0004556,0.0004556
80,2498.97,0.44153,0.24583,0.88361,0.98099,0.9915,0.99404,0.93274,0.45354,0.21661,0.86806,0.0004358,0.0004358,0.0004358
81,2530.43,0.4483,0.24712,0.88664,0.9857,0.98654,0.99375,0.93002,0.45738,0.22133,0.87001,0.000416,0.000416,0.000416
82,2561.64,0.44189,0.24231,0.88142,0.98177,0.99167,0.994,0.93391,0.44434,0.20824,0.86518,0.0003962,0.0003962,0.0003962
83,2592.95,0.43846,0.24326,0.88241,0.98934,0.98559,0.99415,0.93513,0.44012,0.21178,0.86761,0.0003764,0.0003764,0.0003764
84,2624.33,0.43917,0.24131,0.88317,0.98589,0.99001,0.99399,0.93408,0.44622,0.21339,0.86604,0.0003566,0.0003566,0.0003566
85,2655.91,0.42982,0.23704,0.87842,0.99287,0.98513,0.99421,0.93471,0.44907,0.20882,0.86512,0.0003368,0.0003368,0.0003368
86,2687.04,0.4351,0.23804,0.87913,0.98448,0.98796,0.99389,0.93537,0.44382,0.20982,0.86376,0.000317,0.000317,0.000317
87,2718.76,0.4305,0.23447,0.87985,0.98449,0.98927,0.99382,0.93554,0.44539,0.20867,0.86545,0.0002972,0.0002972,0.0002972
88,2749.89,0.42598,0.23506,0.87839,0.98808,0.98513,0.99407,0.93428,0.44569,0.2056,0.86404,0.0002774,0.0002774,0.0002774
89,2781.21,0.43221,0.23481,0.87966,0.9799,0.99079,0.99386,0.93349,0.44867,0.20724,0.8663,0.0002576,0.0002576,0.0002576
90,2812.5,0.41936,0.22916,0.87408,0.98126,0.99079,0.99395,0.93504,0.44171,0.20472,0.8609,0.0002378,0.0002378,0.0002378
91,2857.79,0.38841,0.19684,0.85186,0.98448,0.98857,0.99383,0.93059,0.4487,0.2121,0.86315,0.000218,0.000218,0.000218
92,2888.2,0.37378,0.18965,0.8467,0.98043,0.99358,0.9939,0.9342,0.4442,0.20853,0.8631,0.0001982,0.0001982,0.0001982
93,2918.76,0.36879,0.18707,0.84794,0.98383,0.99118,0.99405,0.93582,0.44309,0.20598,0.86513,0.0001784,0.0001784,0.0001784
94,2949.34,0.36384,0.18349,0.84419,0.97974,0.99344,0.99394,0.93614,0.44026,0.20908,0.86263,0.0001586,0.0001586,0.0001586
95,2980,0.36027,0.18379,0.84462,0.98361,0.99008,0.99411,0.93857,0.43598,0.20783,0.86097,0.0001388,0.0001388,0.0001388
96,3010.62,0.35829,0.18071,0.84212,0.98178,0.99219,0.99383,0.93795,0.43708,0.20966,0.8637,0.000119,0.000119,0.000119
97,3041.58,0.35505,0.18022,0.84472,0.98118,0.99221,0.99391,0.93686,0.43876,0.2088,0.86399,9.92e-05,9.92e-05,9.92e-05
98,3072.17,0.35177,0.17916,0.84115,0.98313,0.99044,0.994,0.93888,0.43299,0.20791,0.8619,7.94e-05,7.94e-05,7.94e-05
99,3103.23,0.34836,0.1775,0.83875,0.98347,0.99079,0.99397,0.93837,0.43078,0.20471,0.86079,5.96e-05,5.96e-05,5.96e-05
100,3133.7,0.34557,0.1746,0.83771,0.98359,0.99079,0.99409,0.93926,0.42844,0.20447,0.86004,3.98e-05,3.98e-05,3.98e-05
